Aircraft_ICAO24,Callsign,Origin_Country,Time_Position,Longitude,Latitude,Barometric_Altitude,Velocity,Heading,Vertical_Rate,Geometric_Altitude,Squawk_Code
78158f,CHH492,China,1723570180,86.73,55.51,11887.2,268.95,121.87,-0.33,12176.76,3574.61
a4eeb4,LXJ417,United States,1723570180,-115.1,35.44,9669.78,235.14,192.64,-4.88,10233.66,3574.61
a1470c,N1812L,United States,1723570180,-82.93,29.7,3154.68,76.09,308.96,0.33,3329.94,3574.61
abdcbe,SWA1578,United States,1723570180,-106.58,34.39,10972.8,233.65,271.64,0.0,11658.6,3574.61
aca309,AAL2227,United States,1723570180,-79.99,26.94,1173.48,138.2,217.89,0.33,1257.3,3574.61
a70812,JIA5679,United States,1723570180,-76.75,41.07,10363.2,231.58,200.0,0.0,10690.86,632.0
aca306,NKS3380,United States,1723570180,-76.43,38.27,11277.6,245.48,26.78,0.0,11696.7,1015.0
ab4692,N82554,United States,1723570180,-97.67,30.75,640.08,49.99,203.66,-1.63,723.9,3574.61
ac4c67,SWA1647,United States,1723570180,-70.97,42.36,381.0,87.28,78.09,14.63,365.76,3574.61
a768c2,DAL807,United States,1723570180,-90.83,43.22,10355.58,199.9,266.9,-0.33,10843.26,1672.0
ab3f9e,N8239L,United States,1723570180,-102.5,31.96,1828.8,63.78,335.71,-2.6,1889.76,3574.61
a7b8a1,JIA5214,United States,1723570180,-80.68,34.78,2385.06,143.85,263.84,-0.33,2491.74,3574.61
3c70c3,GEC8400,Germany,1723570180,24.49,46.11,10668.0,265.94,125.47,0.33,11178.54,6426.0
a55e46,GTI8318,United States,1723570180,-83.11,26.5,12192.0,261.25,294.8,0.0,12923.52,3304.0
34134e,IBE31MM,Spain,1723570180,4.51,44.97,10980.42,240.05,65.03,-0.33,11490.96,1000.0
3c70c6,GEC8430,Germany,1723570180,12.24,48.98,9448.8,255.78,125.26,0.0,9936.48,7642.0
a97046,N707TP,United States,1723570180,-91.66,43.34,3215.64,110.74,311.99,-5.53,3314.7,3574.61
a648d1,JIA9957,United States,1723570180,-77.66,35.49,5753.1,199.1,0.59,4.55,6027.42,4626.0
a18290,N197E,United States,1723570130,-117.84,33.91,449.58,46.12,231.34,-1.3,434.34,3574.61
abdce1,SWA4154,United States,1723570180,-85.72,32.54,11887.2,244.56,146.41,-0.33,12641.58,3574.61
a920ce,BCS544,United States,1723570160,-80.35,27.48,228.6,41.73,149.64,2.6,259.08,3574.61
750413,BCS544,Malaysia,1723569990,79.42,9.21,11590.02,240.62,286.27,-0.33,12329.16,3574.61
3c70aa,BCS544,Germany,1723570180,92.42,23.12,11887.2,222.44,70.27,-0.33,12725.4,553.0
abe3c7,N8650E,United States,1723570180,-104.33,38.86,2811.78,53.75,5.49,-0.65,2926.08,3574.61
ac03e2,SWA4189,United States,1723570180,-82.13,29.93,7924.8,226.41,158.68,-0.33,8458.2,3574.61
a2a2e6,UAL947,United States,1723570180,-76.56,40.0,4434.84,195.51,238.78,-4.55,4594.86,722.0
3473cd,AYR19A,Spain,1723570180,-5.64,37.28,1661.16,79.36,13.5,-3.58,1790.7,3574.61
ae4fe9,FFAB123,United States,1723570180,-81.53,30.18,259.08,38.2,224.45,-0.65,274.32,3574.61
aab0ba,SWA3205,United States,1723570180,-93.28,31.52,12192.0,240.56,291.19,0.0,12946.38,3574.61
06e028,RWD701,Rwanda,1723570180,4.49,50.9,6225.54,0.0,64.69,-0.18,6547.51,3574.61
ae4fe5,SHWK415,United States,1723570180,-117.37,32.63,30.48,35.94,76.76,0.0,15.24,3574.61
300827,IMVRK,Italy,1723570040,9.64,45.34,160.02,3.75,15.95,-3.25,167.64,4606.0
a1e58f,RPA5634,United States,1723570180,-71.02,42.36,6225.54,5.4,300.94,-0.18,6547.51,4675.0
ad1cde,JBU434,United States,1723570180,-98.69,41.56,10668.0,260.66,80.69,0.0,11292.84,3574.61
75041d,MXD317,Malaysia,1723570180,104.27,-0.73,10972.8,232.03,340.44,0.33,11704.32,7160.0
ac03de,UAL1919,United States,1723570170,-87.55,30.3,236.22,30.36,359.03,0.0,236.22,3574.61
a43e7f,UAL1919,United States,1723570180,-88.01,22.09,10782.3,234.6,148.54,-15.28,11513.82,3574.61
75041b,MXD206,Malaysia,1723570180,77.14,28.44,1379.22,107.45,174.78,4.88,1333.5,3574.61
4b8411,ORMAN67,Turkey,1723570110,27.6,38.68,4579.62,46.8,56.66,-6.5,4914.9,4545.0
3473d3,EVE841,Spain,1723570180,2.14,41.01,4937.76,165.14,270.36,9.43,5204.46,463.0
47921c,NOZ6JS,Norway,1723570180,9.23,46.88,12496.8,233.39,159.89,-0.33,13098.78,733.0
742ac2,FAD573,Jordan,1723570180,28.78,40.96,1341.12,127.82,330.86,-2.28,1447.8,2261.0
a920db,KAP920,United States,1723570180,-71.02,42.35,91.44,56.11,31.5,-3.58,68.58,3574.61
ae56d9,MOJO61,United States,1723570150,-89.87,30.84,274.32,43.18,338.33,2.6,144.78,3574.61
a54b30,LXJ440,United States,1723570180,-78.37,34.56,12649.2,235.57,38.17,4.55,13335.0,3574.61
4b8413,ORMAN69,Turkey,1723570180,27.75,37.27,3215.64,50.22,223.34,-1.63,3398.52,5132.0
ad23be,TG31,United States,1723570180,-104.52,38.3,1615.44,38.16,266.13,-1.3,1661.16,3574.61
479227,NOZ52J,Norway,1723570180,3.38,49.71,11887.2,215.63,203.63,0.0,12359.64,737.0
ab2c8e,UAL2468,United States,1723570180,-75.45,40.08,8107.68,223.1,226.78,5.85,8382.0,1561.0
406dea,SRG175,United Kingdom,1723570180,-1.08,50.74,68.58,0.0,0.0,0.33,99.06,23.0
750420,N9908K,Malaysia,1723570180,140.67,-32.71,10668.0,258.5,137.42,0.0,10896.6,3574.61
add61d,N9908K,United States,1723570180,-105.24,40.05,1889.76,47.87,268.15,-2.6,1920.24,3574.61
a70831,SFY207,United States,1723570180,-80.48,28.01,1059.18,50.79,326.15,-0.98,1127.76,3574.61
a0275c,AAL118,United States,1723570180,-88.42,42.76,11277.6,285.2,109.06,0.0,11757.66,3574.61
502d10,BTI1X9,Latvia,1723570180,21.14,58.45,9144.0,214.02,313.05,0.0,9433.56,3574.61
aab396,ENY3812,United States,1723570180,-82.46,42.65,10972.8,220.23,277.92,-0.33,11323.32,1527.0
adbcf5,N9844S,United States,1723570180,-80.67,28.36,274.32,51.45,281.53,-1.3,266.7,3574.61
a982d6,CXK436,United States,1723570180,-74.92,40.01,739.14,58.9,154.11,-0.65,746.76,3574.61
4ba9ef,THY6204,Turkey,1723570180,23.5,55.65,11887.2,220.65,11.02,0.0,12199.62,5373.0
484aa1,TRA61U,Kingdom of the Netherlands,1723570180,10.28,41.61,7840.98,194.8,192.97,-10.4,8305.8,165.0
a862f2,OPN64,United States,1723570180,-81.66,34.83,4366.26,117.96,58.74,4.88,4587.24,3574.61
a5b59d,SWA137,United States,1723570180,-78.92,42.22,11582.4,222.38,259.47,0.0,11917.68,1436.0
c05490,NOJ88,Canada,1723570150,-67.73,44.23,8008.62,236.15,49.68,-10.4,8176.26,2463.0
a9e5e4,N737JR,United States,1723570180,-105.2,40.17,1737.36,43.27,198.0,1.63,1790.7,3574.61
aab38f,SKW5286,United States,1723570180,-119.93,35.17,7886.7,257.41,139.95,-12.03,8328.66,3574.61
abcc7d,FLC86,United States,1723570180,-87.03,31.8,3489.96,175.88,114.54,-5.85,3710.94,5336.0
4cafc3,RYR2625,Ireland,1723570050,-13.17,39.04,10972.8,218.67,269.06,0.0,11681.46,4410.0
4cafc4,RYR6HK,Ireland,1723570180,-8.74,42.98,11582.4,284.11,174.81,0.0,12108.18,3605.0
4cafc0,RYR858Y,Ireland,1723570180,-0.33,51.42,5242.56,212.39,22.65,-5.53,5455.92,1162.0
48ada9,LOT600,Poland,1723569980,20.98,52.15,91.44,73.2,331.45,-3.58,160.02,717.0
ab839d,AAL281,United States,1723570130,-109.7,37.3,10965.18,251.49,293.0,0.33,11597.64,3574.61
aca3e6,EDV5011,United States,1723570180,-87.79,37.89,8229.6,213.38,32.2,-0.33,8702.04,3574.61
48ada4,LOT139,Poland,1723570180,28.1,41.38,3406.14,145.04,170.4,-3.9,3642.36,4453.0
a81582,N62SP,United States,1723570180,-116.69,36.76,10972.8,151.17,310.03,0.0,11551.92,3574.61
48ada3,LOT3JK,Poland,1723569950,9.97,53.66,83.82,70.18,152.5,-3.58,106.68,3105.0
a087fd,SKW5727,United States,1723570180,-123.39,46.46,10668.0,254.19,178.84,-0.33,11003.28,3574.61
48ada0,LOT7YF,Poland,1723570180,21.13,52.01,1120.14,116.21,301.79,-5.53,1211.58,3574.61
48ada1,LOT6PU,Poland,1723570180,11.37,60.33,1836.42,137.87,351.42,-5.53,1935.48,1162.0
c03a5a,WJA1029,Canada,1723570180,-107.26,52.14,12192.0,215.76,289.64,0.0,12519.66,3574.61
4cafcf,RYR75AG,Ireland,1723570180,7.49,46.86,10058.4,228.47,304.73,0.0,10561.32,5715.0
a12d51,ARCAT70,United States,1723570160,-116.01,33.19,2918.46,94.17,88.75,0.0,3063.24,3574.61
a9e5f4,N737KG,United States,1723570180,-85.67,30.66,1341.12,61.05,192.16,-2.28,1424.94,3574.61
a00d5b,AAL976,United States,1723570180,-115.19,34.14,8534.4,216.89,254.88,0.0,9037.32,3047.0
a00125,N1MR,United States,1723570180,-112.12,34.72,13716.0,207.96,271.98,0.0,14401.8,3574.61
a12d48,DOW175,United States,1723570180,-118.54,34.41,2133.6,117.74,212.51,-3.9,2232.66,3574.61
4cafd6,SAS609,Ireland,1723570180,9.02,48.63,6736.08,206.37,206.5,-10.73,7094.22,5662.0
4cafd7,SAS1656,Ireland,1723570180,9.93,51.77,10805.16,239.27,3.95,5.2,11308.08,3746.0
4cafd0,RYR69SP,Ireland,1723570180,4.88,40.84,11582.4,244.9,97.48,0.0,12138.66,2226.0
a7ee6b,N61WT,United States,1723570180,-72.02,41.32,2103.12,62.13,115.5,0.0,2133.6,1701.0
4cafd2,RYR6VH,Ireland,1723570180,5.0,40.03,10972.8,245.05,75.91,0.33,11513.82,1440.0
502d33,IGO979,Latvia,1723570180,77.83,13.5,4861.56,145.34,221.99,-4.88,5090.16,3574.61
48fb00,SPSIVA,Poland,1723570180,21.14,53.22,891.54,69.97,216.03,0.0,975.36,3574.61
502d34,IGO808,Latvia,1723570180,77.96,13.22,2545.08,110.39,240.09,-7.8,2598.42,3574.61
a0273f,N109MJ,United States,1723570180,-79.69,36.21,10431.78,247.9,55.06,-5.2,10957.56,3574.61
a7e270,NDU607,United States,1723570180,-111.8,33.01,1043.94,58.93,45.71,1.95,1066.8,3574.61
a92e72,PDT5748,United States,1723570180,-80.3,35.97,4823.46,167.08,214.08,0.33,5067.3,3574.61
ae2046,01172311,United States,1723570180,-84.63,37.89,861.06,48.94,219.88,-0.33,906.78,3574.61
a80287,NKS1712,United States,1723570180,-115.03,36.07,1074.42,78.71,270.0,-4.23,1074.42,3574.61
780f22,CSS6847,China,1723570180,114.13,22.61,3672.84,187.96,63.51,5.2,3840.48,3574.61
c079a1,TSC111,Canada,1723570180,-73.38,45.66,1249.68,135.63,256.17,-4.55,1280.16,3574.61
a97bd2,N71XS,United States,1723570180,-95.67,32.86,6880.86,204.64,83.21,5.53,7338.06,3574.61
44d1b3,JAF80A,Belgium,1723570180,7.72,48.26,10668.0,238.97,129.58,0.0,11193.78,1000.0
4ba9e6,THY11,Turkey,1723570180,27.82,42.51,5966.46,208.75,328.5,3.9,6347.46,5362.0
06a374,QTR9R,Qatar,1723570110,48.5,28.67,2887.98,146.98,315.85,-5.53,3078.48,3574.61
71c011,KAL041,Republic of Korea,1723570110,-122.32,47.47,121.92,76.65,180.38,-4.55,144.78,3574.61
06a372,QTR2H,Qatar,1723570180,28.62,41.15,3375.66,176.02,154.18,5.85,3581.4,3574.61
4ba9e2,THY112,Turkey,1723570180,5.4,48.23,12496.8,247.89,101.61,0.0,13045.44,5225.0
845f9f,NCA101,Japan,1723570150,-125.99,39.82,11582.4,223.31,294.5,0.0,12024.36,3574.61
a982c4,N71143,United States,1723570180,-94.67,45.29,1234.44,51.32,241.89,0.33,1287.78,3574.61
a2f293,OXF4658,United States,1723570180,-111.79,33.18,975.36,51.66,38.13,1.3,990.6,3574.61
a2f292,OXF4560,United States,1723570180,-111.47,33.58,1546.86,62.92,330.08,0.33,1584.96,3574.61
a00d48,N102MU,United States,1723570180,-82.22,28.13,579.12,48.46,232.77,1.95,609.6,3574.61
71c009,KAL023,Republic of Korea,1723570180,-125.73,40.76,11277.6,267.48,138.43,0.0,11704.32,3574.61
502d0d,BTI4ZK,Latvia,1723570180,24.81,58.58,5059.68,187.69,16.4,-10.4,5234.94,3574.61
502d0c,BTI9JT,Latvia,1723570180,24.93,54.65,2392.68,149.76,173.09,-6.18,2491.74,4326.0
4ba9da,THY29M,Turkey,1723570180,22.53,45.69,10363.2,232.95,313.03,0.0,10904.22,3222.0
ae2034,72293,United States,1723570160,-53.98,38.68,6225.54,41.52,236.11,2.28,6547.51,3574.61
a8c5f6,N66437,United States,1723570180,-122.89,38.57,1402.08,42.42,255.96,0.0,1402.08,3574.61
aa13ff,CNS1231,United States,1723570180,-79.77,42.64,6705.6,135.32,268.91,-0.33,6941.82,3351.0
adb0b4,AAL2619,United States,1723570180,-109.22,35.48,10363.2,229.96,270.26,0.0,10980.42,2513.0
717c81,KNE306,Saudi Arabia,1723570180,48.1,30.26,10675.62,239.42,138.4,0.0,11490.96,3574.61
4cafb3,RYR8ZW,Ireland,1723570180,21.01,47.41,10363.2,219.78,285.34,0.0,10866.12,3574.61
a9cbb8,N730GY,United States,1723570180,-90.78,38.05,11887.2,206.87,25.48,0.0,12550.14,5444.0
4cafb4,RYR53MV,Ireland,1723570180,5.44,52.72,11277.6,241.74,93.54,0.0,11750.04,3441.0
c03a90,WEN3242,Canada,1723570180,-104.29,50.58,7620.0,167.23,102.8,0.0,7917.18,3574.61
abc07b,SWA667,United States,1723570180,-77.96,34.01,11277.6,225.7,7.47,0.0,11925.3,3574.61
a9e5a3,N737GA,United States,1723570180,-80.23,27.18,-30.48,32.88,110.14,-2.93,-7.62,3574.61
a98ece,N715BW,United States,1723570180,-71.01,41.7,548.64,38.03,300.03,4.55,548.64,3574.61
a742c2,AAL680,United States,1723570180,-81.09,40.33,8221.98,253.62,89.88,0.0,8542.02,6757.0
a5b55f,UAL1859,United States,1723570180,-87.49,34.43,11582.4,218.3,313.85,0.0,12321.54,3574.61
a8aba8,NKS6658,United States,1723570180,-99.96,44.26,10668.0,266.84,99.88,0.0,11231.88,3574.61
a5524d,N442CR,United States,1723570180,-97.67,35.51,670.56,54.5,33.84,0.33,685.8,3574.61
4caffb,ITY630,Ireland,1723570180,-62.57,31.26,11582.4,247.5,250.32,0.0,12268.2,3574.61
502d3f,BTI24X,Latvia,1723570180,25.0,60.34,129.54,72.08,227.31,-3.9,175.26,413.0
406fdb,EZY35MH,United Kingdom,1723570180,-1.0,51.35,8618.22,230.88,95.11,6.83,8968.74,575.0
a0fa34,MMY33,United States,1723570180,-122.3,40.52,213.36,43.22,359.32,3.9,205.74,3574.61
406fda,EZY79ZM,United Kingdom,1723570180,-9.15,38.76,137.16,71.08,22.11,-3.58,236.22,530.0
a4e2ce,N41380,United States,1723570180,-118.47,34.11,731.52,40.96,168.41,0.0,769.62,3574.61
400f4c,EXS74ST,United Kingdom,1723570180,18.42,42.08,11582.4,230.61,309.48,0.0,12207.24,5615.0
a5c899,ASA81,United States,1723570180,-125.82,50.67,10363.2,221.93,330.11,0.0,10744.2,3574.61
a8286b,N6247E,United States,1723570050,-98.15,32.66,1645.92,51.14,354.81,1.95,1737.36,3574.61
502d59,SWR617H,Latvia,1723570180,-0.76,38.31,1097.28,102.17,99.27,-10.73,1173.48,3037.0
a24d56,CXK201,United States,1723570000,-87.18,30.43,213.36,39.85,348.84,-2.93,243.84,3574.61
78161d,CSN650,China,1723570180,89.56,54.49,11879.58,275.95,124.13,-0.33,12192.0,3574.61
a36104,N317C,United States,1723570180,-87.37,41.73,3154.68,77.74,272.28,0.65,3268.98,3574.61
a98edc,CKS9710,United States,1723570180,-84.11,38.34,5204.46,179.6,338.14,-11.7,5417.82,3574.61
502d43,BTI6BM,Latvia,1723570180,5.57,53.43,11277.6,243.48,46.8,0.0,11727.18,3402.0
502d46,BTI42U,Latvia,1723570180,-3.17,41.08,10972.8,247.73,7.88,-0.33,11468.1,4617.0
ab8eb9,N844AD,United States,1723570180,-117.15,33.29,441.96,39.37,83.25,0.33,403.86,3574.61
c03a1e,CFWAF,Canada,1723570180,-81.01,44.7,7315.2,132.95,183.33,0.0,7566.66,3574.61
a9f8e8,N7412J,United States,1723570170,-117.58,33.96,426.72,44.67,35.15,0.33,419.1,3574.61
a7ee43,N61VC,United States,1723570180,-90.39,45.54,12192.0,189.72,282.53,0.0,12641.58,1630.0
780f3f,CES583,China,1723570170,-118.38,33.94,38.1,77.78,262.78,-0.65,38.1,6213.0
ace063,JBU204,United States,1723570180,-69.63,42.06,8351.52,197.92,336.57,-4.88,8602.98,3574.61
a6c210,N5343F,United States,1723570030,-74.95,38.99,563.88,57.15,76.46,-9.1,784.86,3574.61
a36d34,N32NS,United States,1723570180,-111.68,38.63,9448.8,167.75,91.23,0.0,9966.96,3574.61
3ff791,DMPMM,Germany,1723570180,10.69,53.95,685.8,69.58,218.4,0.33,731.52,3574.61
a23a2a,CXK676,United States,1723570180,-97.95,35.72,1615.44,46.4,273.81,-0.98,1699.26,3574.61
a91b2b,TAI582,United States,1723570130,-85.25,26.0,10668.0,237.51,15.45,0.0,11369.04,3574.61
406fd8,EZY91XG,United Kingdom,1723570120,-2.27,53.35,6225.54,2.31,199.69,-0.18,6547.51,3574.61
502d47,DLH67F,Latvia,1723570180,2.35,41.33,1882.14,150.35,75.54,13.33,1988.82,1056.0
89912e,CAL073,Taiwan,1723570180,105.39,21.4,10363.2,257.04,234.94,0.0,11087.1,3574.61
a0144e,RPA4306,United States,1723570180,-82.62,40.78,8839.2,253.13,71.64,0.0,9128.76,6645.0
abc09e,SWA1757,United States,1723570180,-81.1,27.93,4069.08,177.45,336.78,-5.2,4335.78,3574.61
502d79,EWG6F,Latvia,1723570180,6.79,51.29,6225.54,0.0,354.38,-0.18,6547.51,2577.0
a24d40,N2476X,United States,1723570180,-88.01,44.36,883.92,55.46,142.92,-0.98,929.64,3574.61
a6ce90,JIA5476,United States,1723570180,-79.19,38.44,8892.54,244.24,77.22,-10.73,9273.54,3574.61
a0011c,N1MG,United States,1723570180,-78.58,41.59,12496.8,240.16,68.38,-0.33,12862.56,4071.0
a6ce7d,DAL429,United States,1723570180,-88.77,43.38,10675.62,282.36,103.81,0.0,11125.2,3574.61
a6d575,N5399F,United States,1723570180,-85.44,32.67,1790.7,61.95,221.63,-1.3,1859.28,3574.61
a5a24f,SRY1502,United States,1723570180,-153.16,60.16,8229.6,192.44,52.06,-0.33,8351.52,4231.0
aa7685,SWA2958,United States,1723570180,-108.69,32.11,11582.4,221.04,277.49,0.0,12275.82,3574.61
502d70,TKJ54X,Latvia,1723570180,27.09,38.16,8534.4,212.65,156.47,-5.2,9090.66,717.0
a7ee78,N61XF,United States,1723570000,-69.94,43.88,6225.54,35.23,241.19,3.58,6547.51,3574.61
a6c247,UAL1102,United States,1723570170,-92.45,27.79,10363.2,246.34,323.92,0.0,11049.0,3574.61
a7db41,EJA605,United States,1723570180,-111.98,40.9,1798.32,54.41,195.35,0.0,1844.04,3574.61
4cafdb,LH153,Ireland,1723570180,11.18,49.49,1028.7,105.06,98.45,10.73,1104.9,3574.61
a29aa5,SKW125X,United States,1723570180,-118.25,33.97,746.76,99.54,262.87,-5.53,754.38,3574.61
a02792,EJA109,United States,1723570180,-79.99,38.58,12801.6,224.38,257.02,2.93,13335.0,2402.0
4076b0,TOM2NV,United Kingdom,1723570180,21.88,39.64,11277.6,236.94,136.85,0.0,11932.92,7322.0
ab1b14,N81432,United States,1723570180,-98.55,32.99,5113.02,159.99,89.82,-8.45,5410.2,3574.61
4cafe5,EISKP,Ireland,1723570180,-6.73,53.63,670.56,45.24,197.2,-1.95,708.66,3574.61
a8155e,N62RC,United States,1723570180,-103.14,39.95,8183.88,139.83,81.75,5.2,8686.8,3574.61
acb827,AAL1457,United States,1723570180,-79.06,43.1,10972.8,230.99,269.49,0.0,11285.22,7315.0
c0679a,CGNGB,Canada,1723570180,-74.92,45.69,1066.8,51.42,70.11,1.63,1104.9,3574.61
a23a03,UAL606,United States,1723570180,-104.66,39.72,2072.64,105.99,0.83,0.98,2156.46,7022.0
4ab354,SELZT,Sweden,1723570160,13.37,59.71,1097.28,51.44,120.67,0.0,1150.62,3574.61
a23a01,CXK119,United States,1723570180,-96.41,32.25,2415.54,64.26,284.37,0.0,2567.94,3574.61
a0b1a7,N144BB,United States,1723570180,-82.38,30.95,1371.6,37.13,176.03,3.9,1447.8,3574.61
49d2b7,TVQ6162,Czech Republic,1723570180,24.69,44.42,10675.62,245.19,151.28,0.0,11231.88,1772.0
a7ee69,ISU3,United States,1723570010,-87.47,39.81,1127.76,39.11,144.64,-2.28,1196.34,3574.61
a622fa,VNT495,United States,1723570180,-88.15,41.47,8542.02,181.06,333.14,-13.33,8930.64,1441.0
49d2b9,TVS4BD,Czech Republic,1723570180,10.85,46.37,7620.0,227.13,227.02,0.0,8054.34,617.0
a25439,N2493K,United States,1723570180,-82.83,27.84,274.32,48.33,334.8,-0.65,266.7,3574.61
a80e6e,N618WD,United States,1723570180,-83.78,42.77,815.34,29.43,306.47,0.65,861.06,3574.61
a1e4a0,N2209M,United States,1723569940,-73.8,42.72,213.36,45.3,358.05,-2.93,182.88,3574.61
a17abf,N195AA,United States,1723570180,-73.92,42.24,4831.08,113.97,263.26,0.0,5052.06,3574.61
502d5e,SWR303C,Latvia,1723570180,19.22,47.44,6225.54,6.69,151.88,-0.18,6547.51,1000.0
502d5d,BTI62D,Latvia,1723570180,4.89,52.19,1851.66,149.54,58.93,13.33,1943.1,3165.0
502d5f,BTI77Y,Latvia,1723570180,0.66,52.0,6408.42,214.87,14.7,7.8,6667.5,4630.0
ab485e,AAL1915,United States,1723570180,-84.24,36.9,11277.6,257.04,69.5,0.0,11902.44,3615.0
502d5c,BTI726,Latvia,1723570180,23.96,56.98,922.02,82.61,297.84,10.4,998.22,3574.61
502d5b,SWR3WT,Latvia,1723570180,12.56,48.62,8839.2,234.01,107.0,0.0,9311.64,1000.0
a8021b,JBU479,United States,1723570170,-73.77,40.65,6225.54,0.0,163.12,-0.18,6547.51,3574.61
aac5af,N7931K,United States,1723570180,-84.19,40.28,2377.44,46.81,292.62,0.0,2476.5,3574.61
a92205,N688MC,United States,1723570180,-122.32,47.68,457.2,84.88,329.39,-0.65,472.44,3574.61
407797,EZY89LX,United Kingdom,1723570180,-2.85,53.34,6225.54,0.64,185.62,-0.18,6547.51,3574.61
a3b124,EDV5444,United States,1723570180,-84.78,33.79,3611.88,170.69,139.16,0.33,3817.62,3574.61
c05411,CGFVS,Canada,1723570180,-79.36,42.95,579.12,37.84,258.23,3.9,640.08,1200.0
407795,EZY68TM,United Kingdom,1723570180,2.57,52.79,7078.98,216.02,101.82,-4.88,7383.78,2007.0
ab3ff3,KFS161,United States,1723570180,-87.92,42.96,3299.46,170.2,193.28,0.65,3444.24,3574.61
0d0707,AMX649,Mexico,1723570030,-99.06,19.44,6225.54,34.47,59.06,-0.18,6547.51,3574.61
01024d,MSC552,Egypt,1723569910,17.2,48.17,6225.54,0.77,230.62,-0.18,6547.51,3574.61
3964ea,TVF21GU,France,1723570180,23.23,37.63,10972.8,238.87,321.82,0.0,11673.84,2034.0
01024f,MSC3905,Egypt,1723569970,35.49,33.82,10972.8,0.0,0.0,0.0,10012.68,7372.0
01024e,MSC2975,Egypt,1723570180,19.54,46.34,11262.36,243.05,145.0,0.0,11841.48,6407.0
3964ef,TVF942P,France,1723570180,-3.9,45.48,11887.2,228.63,217.41,-0.33,12344.4,3574.61
3007ef,DLA1VL,Italy,1723570180,11.85,48.37,586.74,70.57,262.46,-4.23,624.84,1000.0
3964ee,TVF77HK,France,1723570180,2.48,46.12,11277.6,207.03,175.15,-0.33,11772.9,7623.0
a23a70,CXK469,United States,1723570180,-96.21,33.3,1645.92,61.51,60.43,-0.33,1744.98,3574.61
484b8f,KLM98X,Kingdom of the Netherlands,1723570180,4.72,52.4,297.18,73.17,183.22,-3.58,327.66,5517.0
a564d3,DCM6510,United States,1723570180,-112.11,39.76,12192.0,199.32,257.33,0.0,12809.22,3574.61
407794,EZY97AK,United Kingdom,1723570180,-15.07,30.62,11277.6,243.87,206.84,0.33,12077.7,3574.61
a431ad,N37CJ,United States,1723570050,-112.37,33.43,297.18,10.29,180.0,-0.33,266.7,3574.61
aaac25,N787SP,United States,1723570000,-121.51,36.96,563.88,47.42,151.49,0.98,556.26,3574.61
a1216f,N172JM,United States,1723570180,-85.65,38.24,228.6,36.97,238.08,-3.9,243.84,3574.61
a3612f,N317DT,United States,1723570180,-96.2,34.87,8755.38,216.72,113.95,4.88,9304.02,3574.61
a54aae,ASA15,United States,1723570180,-73.59,40.86,4838.7,164.96,333.12,5.53,4983.48,1752.0
71c078,AAR542,Republic of Korea,1723570180,14.34,49.68,10058.4,255.16,114.03,-0.33,10546.08,7707.0
40777c,EXS49HP,United Kingdom,1723570180,-1.23,51.9,6004.56,166.78,126.98,4.88,6217.92,5230.0
a4d105,N4094S,United States,1723570180,-88.2,45.14,2400.3,86.11,301.32,0.98,2491.74,3574.61
ac5fd6,FDX90,United States,1723570180,140.25,36.01,8839.2,254.81,59.55,0.0,9471.66,4354.0
a3b11e,AAL784,United States,1723570180,-97.66,30.2,6225.54,4.89,357.19,-0.18,6547.51,3574.61
a79dc3,DSU90,United States,1723570180,-90.57,33.74,678.18,54.06,267.82,0.0,739.14,1200.0
a12171,N172JP,United States,1723570180,-82.63,35.51,1341.12,49.73,65.56,-3.25,1424.94,3574.61
ac4ca8,SWA2835,United States,1723570180,-115.14,36.08,6225.54,8.23,90.0,-0.18,6547.51,3574.61
a697e4,N524BA,United States,1723570180,-75.5,42.81,1333.5,37.14,30.83,-0.33,1379.22,3574.61
a684b5,AAL149,United States,1723570180,-80.22,35.42,5036.82,227.94,77.75,5.2,5265.42,3574.61
01023a,MSC2999,Egypt,1723570180,25.48,38.57,10652.76,247.87,136.93,0.0,11361.42,4363.0
ac66d5,DAL1619,United States,1723570180,-86.82,32.93,8595.36,245.77,218.29,4.88,9174.48,3574.61
01023c,MSC2921,Egypt,1723570180,10.9,46.73,9235.44,241.98,131.55,4.55,9730.74,3031.0
c04d0a,WEN4072,Canada,1723570180,-112.18,55.2,7315.2,163.8,2.88,0.0,7498.08,7127.0
484b90,KLM1298,Kingdom of the Netherlands,1723570180,5.02,52.33,914.4,96.4,266.33,-6.83,975.36,760.0
